policy,episode,total_reward,final_cognitive_metric,cognitive_metric_change,episode_length
PPO,0,24.844880203541305,1.5680789947509766,1.0540790557861328,22
PPO,1,16.341630588160278,0.6813166737556458,0.6933166980743408,22
PPO,2,-7.65321581832139,-1.0646984577178955,-0.32469844818115234,19
PPO,3,-4.609426614662637,-1.9315613508224487,-0.19556140899658203,22
PPO,4,-14.652253432329506,-0.7469027042388916,-0.7559027075767517,3
PPO,5,-35.64411802616443,1.5747480392456055,-1.512251853942871,22
PPO,6,-7.20204493433559,-0.42429280281066895,0.11870718002319336,4
PPO,7,6.360720893357008,0.32786253094673157,0.2698625326156616,12
PPO,8,3.0229087768471095,-0.2717488408088684,0.12825116515159607,22
PPO,9,-10.903587690120007,-0.6433359980583191,-0.038335978984832764,6
PPO,10,35.22926086685562,3.0720055103302,1.6890054941177368,22
PPO,11,-10.0,-0.17299999296665192,0.0,1
PPO,12,4.8109009311814575,-0.10089076310396194,0.20410925149917603,22
PPO,13,1.7186613787873348,-1.3070833683013916,0.07291662693023682,14
PPO,14,28.017967509061783,1.8297016620635986,1.1887016296386719,22
PPO,15,45.22432628317874,1.79457426071167,1.947574257850647,22
PPO,16,35.8552428295151,2.5422091484069824,1.5212091207504272,22
PPO,17,28.213884214738492,2.6833627223968506,1.2713627815246582,22
PPO,18,3.8954014001951274,-0.42373210191726685,0.16526788473129272,11
PPO,19,21.727097992636825,0.8948026895523071,0.9218026995658875,22
PPO,20,18.07404659095915,2.4608168601989746,0.7668168544769287,22
PPO,21,-12.818047873244504,-0.7245596647262573,-0.119559645652771,6
PPO,22,27.15460466132429,2.7709693908691406,1.185969352722168,22
PPO,23,4.009186652014937,0.8460953831672668,0.17009538412094116,18
PPO,24,24.944075511465318,1.5409835577011108,1.061983585357666,22
PPO,25,2.4599204818676346,0.7683655619621277,0.10436558723449707,22
PPO,26,49.99113144735976,3.0309441089630127,2.120944023132324,22
PPO,27,26.47352844812765,2.6346235275268555,1.133623480796814,22
PPO,28,30.774719815621935,1.0926607847213745,1.3056607842445374,22
PPO,29,21.74547963816738,-0.8284174799919128,0.9225825667381287,22
PPO,30,12.030531308864827,-1.459587812423706,0.5104122161865234,13
PPO,31,2.0446186075314463,-0.11125418543815613,0.08674581348896027,6
PPO,32,2.785579455882944,-0.5515537858009338,0.5424461960792542,7
PPO,33,7.819689547912143,0.4837613105773926,0.33176130056381226,22
PPO,34,31.25288002666289,2.3939473628997803,1.3259474039077759,22
PPO,35,18.137525364396353,0.9875100255012512,0.76951003074646,22
PPO,36,-2.3636878777213806,0.5459812879562378,0.32398128509521484,8
PPO,37,-10.0,-0.041999999433755875,0.0,1
PPO,38,-10.0,-0.8619999885559082,0.0,1
PPO,39,33.19734152177982,3.4841864109039307,1.5441863536834717,22
PPO,40,47.1649253491385,3.093038320541382,2.0010383129119873,22
PPO,41,6.735443013723845,1.9840247631072998,0.7100247144699097,13
PPO,42,-10.0,-2.1410000324249268,0.0,1
PPO,43,40.56862594108852,3.702874183654785,1.9718742370605469,22
PPO,44,23.80360016423116,1.4549012184143066,1.0099012851715088,17
PPO,45,24.668201317031116,0.964583158493042,1.0465831756591797,22
PPO,46,17.839069371304927,1.7655339241027832,0.7825339436531067,22
PPO,47,-6.4468977422234754,0.02674536220729351,0.15074536204338074,2
PPO,48,11.375529594723186,0.3836228549480438,0.4826228618621826,22
PPO,49,26.343418316984618,3.8747990131378174,1.148798942565918,22
PPO,50,-17.958256554045168,0.3640957474708557,-0.7619042992591858,22
PPO,51,23.19759872739202,1.491190791130066,0.9841907620429993,22
PPO,52,-5.20899633258273,-0.6727349162101746,0.20326507091522217,2
PPO,53,36.117590102756004,3.0053396224975586,1.5323395729064941,22
PPO,54,14.680997692850218,0.7288619875907898,0.6228619813919067,22
PPO,55,-10.0,0.6940000057220459,0.0,1
PPO,56,9.354702356340534,1.0078864097595215,0.39688640832901,22
PPO,57,13.871362352535744,1.0915120840072632,0.5885120630264282,22
PPO,58,3.155038883510963,-0.1661430448293686,0.13385696709156036,22
PPO,59,32.162394968578475,2.624534845352173,1.364534854888916,22
PPO,60,23.874157500875768,1.1268947124481201,1.0128947496414185,18
PPO,61,22.72722444416599,1.6612344980239868,0.964234471321106,22
PPO,62,30.766370524931936,1.8513065576553345,1.3053065538406372,22
PPO,63,19.20402151194683,0.9687576293945312,0.8147576451301575,22
PPO,64,-14.995927264457038,-0.6089592576026917,-0.21195924282073975,2
PPO,65,30.207337536073343,2.110588788986206,1.2815887928009033,22
PPO,66,16.88122053335332,0.6662095189094543,0.7162095308303833,7
PPO,67,11.774492013951049,-0.6274505853652954,0.49954938888549805,22
PPO,68,4.27493025879835,0.46536993980407715,0.18136993050575256,22
PPO,69,8.125120141984645,2.3029837608337402,0.7689837217330933,12
PPO,70,15.948384335261707,1.8356326818466187,0.6766326427459717,22
PPO,71,-6.5000793381219975,0.5604890584945679,0.1484890580177307,2
PPO,72,7.155891435262541,1.0175987482070923,0.3035987615585327,3
PPO,73,6.332176237755527,2.6736514568328857,0.26865148544311523,22
PPO,74,0.2941962417656435,-1.24051833152771,0.012481689453125,12
PPO,75,22.337361880755367,1.109694004058838,0.9476940035820007,22
PPO,76,35.50529743649286,2.6019718647003174,1.5819718837738037,22
PPO,77,22.025190008099827,1.5824496746063232,0.9344496726989746,22
PPO,78,57.27614807256885,3.524383068084717,2.459383010864258,22
PPO,79,6.356778758126289,1.6136952638626099,0.2696952819824219,20
PPO,80,27.456814423886804,1.8667364120483398,1.293736457824707,22
PPO,81,28.814729796946075,2.7465054988861084,1.2225054502487183,22
PPO,82,18.19253051394045,0.7598437070846558,0.7718437314033508,22
PPO,83,35.48613747915981,2.6320388317108154,1.5150388479232788,22
PPO,84,6.1337910218147496,1.4202346801757812,0.2602347135543823,20
PPO,85,37.38500332833527,2.144213914871216,1.6412138938903809,22
PPO,86,24.77185235912648,1.9969806671142578,1.0509806871414185,22
PPO,87,26.88791075294323,2.233757495880127,1.140757441520691,22
PPO,88,28.56305832043298,1.3738279342651367,1.2118279933929443,22
PPO,89,18.99840003334047,2.720033884048462,0.8060338497161865,22
PPO,90,-10.0,-1.2339999675750732,0.0,1
PPO,91,7.4810171418079054,-0.4326073229312897,0.3173926770687103,22
PPO,92,8.164389655800917,1.3763856887817383,0.3463857173919678,18
PPO,93,-1.0826231780731526,2.1823322772979736,0.378332257270813,4
PPO,94,16.95818910810392,1.4464750289916992,0.7194750308990479,22
PPO,95,41.50975382917718,3.0107200145721436,1.85971999168396,22
PPO,96,23.70259102708995,-0.8233842253684998,1.0056157112121582,22
PPO,97,0.0,-1.50600004196167,0.0,1
PPO,98,10.404840960760199,-0.11855998635292053,0.44144001603126526,22
PPO,99,8.765159263844902,1.739874243736267,0.37187421321868896,22
SAC,0,37.58726054459553,2.1086924076080322,1.5946924686431885,22
SAC,1,40.03117424600993,1.7613110542297363,1.7733110189437866,22
SAC,2,2.3168375507529517,-0.6417049169540405,0.09829509258270264,22
SAC,3,2.382710265185578,-1.6349101066589355,0.10108983516693115,8
SAC,4,-9.332002766180043,-0.38692334294319153,-0.39592334628105164,2
SAC,5,-0.6363331188174784,3.060002565383911,-0.02699732780456543,22
SAC,6,-18.441322658252773,-1.3253990411758423,-0.78239905834198,22
SAC,7,18.980083715425113,0.8632567524909973,0.805256724357605,14
SAC,8,12.13789900055138,0.11496742814779282,0.5149674415588379,22
SAC,9,2.5368117873959593,-0.49737221002578735,0.10762780904769897,22
SAC,10,33.830502607471956,2.8183066844940186,1.4353066682815552,22
SAC,11,-7.3818038116369955,-0.48618340492248535,-0.31318342685699463,14
SAC,12,33.16415555432236,1.1817643642425537,1.4867644309997559,22
SAC,13,11.966716765534485,-0.8722952008247375,0.5077047944068909,13
SAC,14,28.36520977436323,1.8444339036941528,1.2034339904785156,22
SAC,15,58.626192411832434,2.51279616355896,2.665796160697937,22
SAC,16,44.86671940538099,3.03983211517334,2.018832206726074,22
SAC,17,33.37858993895235,2.941981077194214,1.5299811363220215,22
SAC,18,16.052186140146432,0.09203659743070602,0.6810365915298462,11
SAC,19,32.571001640416846,1.3548705577850342,1.3818705081939697,22
SAC,20,22.976191497899652,2.668797254562378,0.974797248840332,22
SAC,21,1.7951354305154035,-0.5288388729095459,0.07616114616394043,22
SAC,22,43.61165088189428,3.4363605976104736,1.851360559463501,22
SAC,23,15.664252760920466,1.3405779600143433,0.6645779609680176,18
SAC,24,36.384196907650136,2.15788197517395,1.6788820028305054,22
SAC,25,24.52601400644729,1.7045506238937378,1.040550708770752,22
SAC,26,66.58674094215283,3.9434218406677246,3.033421754837036,14
SAC,27,36.4749587410234,3.192566156387329,1.6915661096572876,22
SAC,28,53.42167617941013,2.166815996170044,2.379815995693207,22
SAC,29,32.43507805396921,-0.37489622831344604,1.3761038780212402,22
SAC,30,23.737724640008633,-0.9628936648368835,1.007106363773346,19
SAC,31,2.841518750732745,-0.07744456082582474,0.12055543810129166,8
SAC,32,25.970970348446055,0.07284686714410782,1.1668468713760376,22
SAC,33,37.54459950453281,1.7448824644088745,1.592882513999939,22
SAC,34,40.920122228299675,2.873298168182373,1.8052982091903687,22
SAC,35,47.71434464185176,2.2423481941223145,2.024348258972168,22
SAC,36,48.50298382713306,2.2798073291778564,2.057807445526123,22
SAC,37,3.837644412667009,0.12081745266914368,0.16281744837760925,22
SAC,38,11.968647793643758,-0.35421326756477356,0.507786750793457,22
SAC,39,32.03141380256622,3.298977851867676,1.3589777946472168,22
SAC,40,58.71553038417349,3.725752830505371,2.6337528228759766,22
SAC,41,44.506984814180896,3.2413463592529297,1.9673463106155396,22
SAC,42,14.726797158395774,-1.4714056253433228,0.669594407081604,22
SAC,43,45.519436409109595,3.9180686473846436,2.1870687007904053,14
SAC,44,37.39934449598858,2.091637134552002,1.646637201309204,22
