mean_reward,std_reward,improvement,percent_improvement,significant,p_value,performance_level,assessment
14.729305136920884,17.56012275562464,23.81244874258642,262.1608748730296,True,3.8568782147062905e-15,EXCELLENT,Strong improvement over random (+262.2%)
