time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,train/ent_coef,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss
12036,3680,37,139274,11.531809169999999,19.3,,,0.004999999888241291,129273,4.184617042541504,5e-05,-0.5150927305221558
12040,3683,37,139345,11.76898649,19.69,,,0.004999999888241291,129344,3.899557113647461,5e-05,-1.3582381010055542
12044,3685,37,139429,11.250210310000002,19.65,,,0.004999999888241291,129428,3.7086498737335205,5e-05,-0.3539232611656189
12048,3687,37,139479,11.079626219999998,19.27,,,0.004999999888241291,129478,5.623430252075195,5e-05,0.8732240796089172
12052,3689,37,139567,11.04975222,19.48,,,0.004999999888241291,129566,3.794764995574951,5e-05,1.1161994934082031
12056,3691,37,139655,11.60966504,19.59,,,0.004999999888241291,129654,7.827342987060547,5e-05,1.1078848838806152
12060,3693,37,139743,11.912554229999998,19.59,,,0.004999999888241291,129742,5.858855247497559,5e-05,2.068890333175659
12064,3695,37,139815,11.640146399999997,19.44,,,0.004999999888241291,129814,3.6539387702941895,5e-05,0.7874066829681396
12068,3697,37,139882,11.34990551,19.23,,,0.004999999888241291,129881,3.8463633060455322,5e-05,0.8442771434783936
12072,3701,37,139968,10.44248219,19.31,,,0.004999999888241291,129967,5.423008918762207,5e-05,-0.8111273050308228
,,,140000,,,17.8,14.3690518,0.004999999888241291,129999,5.128006458282471,5e-05,-0.8666754961013794
12076,3705,37,140034,10.705013489999999,19.36,,,0.004999999888241291,130033,2.485290050506592,5e-05,1.3036820888519287
12080,3706,37,140092,10.23631349,19.06,,,0.004999999888241291,130091,5.40333366394043,5e-05,-1.2395392656326294
12084,3708,37,140159,9.035937999999998,18.85,,,0.004999999888241291,130158,3.8181004524230957,5e-05,2.4382543563842773
12088,3710,37,140229,8.858827150000002,18.67,,,0.004999999888241291,130228,2.7818470001220703,5e-05,-0.15055954456329346
12092,3711,37,140291,8.851054920000001,18.57,,,0.004999999888241291,130290,3.2946269512176514,5e-05,1.527923583984375
12096,3713,37,140376,8.548990569999999,18.7,,,0.004999999888241291,130375,4.171809196472168,5e-05,1.6207858324050903
12100,3714,37,140427,7.5751691999999995,18.33,,,0.004999999888241291,130426,3.1691529750823975,5e-05,0.8576339483261108
12104,3717,37,140514,7.000744029999998,18.53,,,0.004999999888241291,130513,3.8656160831451416,5e-05,1.0493260622024536
12108,3719,37,140596,7.48088701,18.76,,,0.004999999888241291,130595,4.289762496948242,5e-05,-0.18232332170009613
12112,3721,37,140669,7.591769020000002,18.68,,,0.004999999888241291,130668,2.3377838134765625,5e-05,3.616312026977539
12116,3722,37,140736,7.77577511,18.52,,,0.004999999888241291,130735,2.775649070739746,5e-05,1.0316532850265503
12120,3724,37,140800,7.3486087599999985,18.28,,,0.004999999888241291,130799,2.8822240829467773,5e-05,1.9515972137451172
12124,3726,37,140885,7.578375450000002,18.29,,,0.004999999888241291,130884,3.444216728210449,5e-05,0.21588405966758728
12128,3728,37,140971,8.46770061,18.56,,,0.004999999888241291,130970,7.193078994750977,5e-05,2.388073682785034
12132,3732,37,141058,8.25817352,18.72,,,0.004999999888241291,131057,3.307687282562256,5e-05,0.21966803073883057
12136,3736,37,141145,8.323738149999999,18.71,,,0.004999999888241291,131144,11.834468841552734,5e-05,-0.9220613241195679
12140,3739,37,141233,8.50583426,18.88,,,0.004999999888241291,131232,2.8940651416778564,5e-05,0.670474648475647
12144,3742,37,141321,8.59790425,18.92,,,0.004999999888241291,131320,6.993162155151367,5e-05,1.4173710346221924
12148,3744,37,141399,8.389863369999999,19.2,,,0.004999999888241291,131398,6.776439666748047,5e-05,1.5284571647644043
12152,3745,37,141473,8.383362720000001,19.06,,,0.004999999888241291,131472,3.1689021587371826,5e-05,2.251718282699585
12156,3748,37,141561,7.923632389999999,19.06,,,0.004999999888241291,131560,7.935317039489746,5e-05,0.5294089317321777
12160,3749,37,141632,7.96524561,18.89,,,0.004999999888241291,131631,2.504265785217285,5e-05,-1.437015414237976
12164,3751,37,141700,8.15525427,18.85,,,0.004999999888241291,131699,3.4611830711364746,5e-05,-0.07468301057815552
12168,3753,37,141788,8.37647805,19.06,,,0.004999999888241291,131787,6.642520904541016,5e-05,2.255349636077881
12172,3755,37,141843,9.95368979,18.75,,,0.004999999888241291,131842,6.153277397155762,5e-05,0.942483127117157
12176,3757,37,141931,10.079458440000002,18.97,,,0.004999999888241291,131930,3.295821189880371,5e-05,0.6918972730636597
12180,3761,37,142017,10.46245737,19.25,,,0.004999999888241291,132016,7.234139442443848,5e-05,0.08293825387954712
12184,3766,37,142101,10.886396549999999,19.42,,,0.004999999888241291,132100,2.1820831298828125,5e-05,0.21230751276016235
12188,3767,37,142163,10.99704936,19.34,,,0.004999999888241291,132162,5.88023567199707,5e-05,0.031457334756851196
12192,3769,37,142230,11.08637313,19.39,,,0.004999999888241291,132229,5.177393913269043,5e-05,1.9172924757003784
12196,3771,37,142305,11.37235847,19.29,,,0.004999999888241291,132304,4.499734878540039,5e-05,-0.6046003103256226
12200,3774,37,142392,12.241560759999997,19.65,,,0.004999999888241291,132391,3.9019227027893066,5e-05,1.2260243892669678
12204,3775,37,142459,12.758899470000001,19.45,,,0.004999999888241291,132458,3.371267795562744,5e-05,1.413894772529602
12208,3777,37,142514,11.587660940000001,19.18,,,0.004999999888241291,132513,3.1710100173950195,5e-05,0.5768484473228455
12212,3779,37,142595,11.459552819999999,19.26,,,0.004999999888241291,132594,4.9677886962890625,5e-05,2.2140159606933594
12216,3782,37,142674,11.001417060000001,19.38,,,0.004999999888241291,132673,2.8656675815582275,5e-05,1.1654740571975708
12220,3784,37,142760,10.64386878,19.6,,,0.004999999888241291,132759,2.9821529388427734,5e-05,1.1727993488311768
12224,3786,37,142827,9.51706461,19.42,,,0.004999999888241291,132826,2.541799306869507,5e-05,3.1228625774383545
12228,3787,37,142889,9.296542539999999,19.18,,,0.004999999888241291,132888,4.370932102203369,5e-05,-1.7037317752838135
12232,3789,37,142959,9.066219160000001,19.01,,,0.004999999888241291,132958,12.267777442932129,5e-05,-0.10664916038513184
12236,3791,37,143024,8.34730217,18.79,,,0.004999999888241291,133023,4.236800193786621,5e-05,-0.10835275799036026
12240,3792,37,143076,8.27772696,18.43,,,0.004999999888241291,133075,4.410961151123047,5e-05,-0.5836787223815918
12244,3794,37,143164,8.780744859999999,18.43,,,0.004999999888241291,133163,2.7871925830841064,5e-05,1.2281527519226074
12248,3798,37,143237,9.21970606,18.38,,,0.004999999888241291,133236,5.428493022918701,5e-05,0.6610889434814453
12252,3799,37,143286,8.674511139999998,18.13,,,0.004999999888241291,133285,3.2812047004699707,5e-05,-0.7974425554275513
12256,3801,37,143374,8.735178139999999,18.13,,,0.004999999888241291,133373,3.406515121459961,5e-05,0.07135117053985596
12260,3803,37,143441,8.731877549999998,18.09,,,0.004999999888241291,133440,4.151682376861572,5e-05,1.1353001594543457
12264,3805,37,143520,9.01567205,18.2,,,0.004999999888241291,133519,6.326970100402832,5e-05,0.5391253232955933
12268,3807,37,143608,9.07546742,18.2,,,0.004999999888241291,133607,7.087674140930176,5e-05,0.3119085431098938
12272,3809,37,143695,7.95916638,18.52,,,0.004999999888241291,133694,9.368745803833008,5e-05,2.098891019821167
12276,3811,37,143746,7.429761789999999,18.15,,,0.004999999888241291,133745,5.224900722503662,5e-05,0.5108004808425903
12280,3813,37,143834,7.32461972,18.17,,,0.004999999888241291,133833,3.609501361846924,5e-05,-0.7030267119407654
12284,3815,37,143905,7.960105480000001,18.04,,,0.004999999888241291,133904,4.053337574005127,5e-05,0.6899223327636719
12288,3817,37,143993,7.99387875,18.3,,,0.004999999888241291,133992,4.464494705200195,5e-05,1.9327104091644287
12292,3820,37,144076,7.889504469999999,18.46,,,0.004999999888241291,134075,7.056366920471191,5e-05,1.7318167686462402
12296,3823,37,144164,7.6050073000000005,18.59,,,0.004999999888241291,134163,3.592681884765625,5e-05,0.6216570138931274
12300,3824,37,144218,7.23672674,18.26,,,0.004999999888241291,134217,4.2473015785217285,5e-05,2.2790961265563965
12304,3826,37,144306,6.756336280000002,18.47,,,0.004999999888241291,134305,3.978743553161621,5e-05,0.6733065247535706
12308,3827,37,144355,7.450208050000001,18.41,,,0.004999999888241291,134354,2.7041900157928467,5e-05,0.1166549026966095
12312,3829,37,144429,7.041120790000001,18.34,,,0.004999999888241291,134428,4.190978050231934,5e-05,1.0280005931854248
12316,3831,37,144496,7.20969497,18.22,,,0.004999999888241291,134495,3.4356698989868164,5e-05,0.23078224062919617
12320,3833,37,144579,7.67941271,18.19,,,0.004999999888241291,134578,6.777287483215332,5e-05,2.118269443511963
12324,3835,37,144654,8.2402089,18.27,,,0.004999999888241291,134653,2.241168260574341,5e-05,1.654109239578247
12328,3837,37,144742,9.08371564,18.53,,,0.004999999888241291,134741,3.0888242721557617,5e-05,2.0808398723602295
12332,3839,37,144830,8.94825414,18.71,,,0.004999999888241291,134829,4.64327335357666,5e-05,1.050454020500183
12336,3841,37,144890,9.1938172,18.66,,,0.004999999888241291,134889,5.798851490020752,5e-05,0.07801192998886108
12340,3843,37,144978,9.57957086,19.02,,,0.004999999888241291,134977,2.735182762145996,5e-05,1.3545609712600708
12344,3846,37,145064,9.743784640000001,19.0,,,0.004999999888241291,135063,3.939897060394287,5e-05,-1.072227954864502
12348,3848,37,145129,9.81815923,18.92,,,0.004999999888241291,135128,3.63908052444458,5e-05,1.220251202583313
12352,3850,37,145208,9.65492732,19.22,,,0.004999999888241291,135207,4.123488903045654,5e-05,0.8057109713554382
12356,3852,37,145288,9.94655894,19.14,,,0.004999999888241291,135287,2.7143399715423584,5e-05,-1.7822668552398682
12360,3854,37,145357,9.59150213,19.16,,,0.004999999888241291,135356,5.093099117279053,5e-05,1.1236099004745483
12364,3856,37,145445,9.907496060000001,19.25,,,0.004999999888241291,135444,3.2813093662261963,5e-05,-1.6027920246124268
12368,3858,37,145533,9.917528180000001,19.25,,,0.004999999888241291,135532,4.050569534301758,5e-05,2.2618651390075684
12372,3861,37,145620,10.650037590000002,19.25,,,0.004999999888241291,135619,3.717849016189575,5e-05,0.9710838198661804
12376,3863,37,145670,11.34244352,19.24,,,0.004999999888241291,135669,3.284090995788574,5e-05,-0.6525481343269348
12380,3865,37,145731,11.369912430000001,18.97,,,0.004999999888241291,135730,3.3995585441589355,5e-05,-1.3492090702056885
12384,3866,37,145798,10.7726641,18.93,,,0.004999999888241291,135797,3.1293187141418457,5e-05,-1.100997805595398
12388,3869,37,145881,10.292593320000002,18.88,,,0.004999999888241291,135880,5.081201553344727,5e-05,1.6696442365646362
12392,3871,37,145964,10.65646289,18.88,,,0.004999999888241291,135963,7.835527420043945,5e-05,-0.561993420124054
12396,3874,37,146052,10.45123863,18.88,,,0.004999999888241291,136051,2.140500545501709,5e-05,0.8047879934310913
12400,3876,37,146139,10.376890010000002,19.21,,,0.004999999888241291,136138,4.367240905761719,5e-05,0.20077729225158691
12404,3878,37,146227,11.326084559999996,19.21,,,0.004999999888241291,136226,3.34973406791687,5e-05,2.2450497150421143
12408,3880,37,146297,11.477280969999999,19.42,,,0.004999999888241291,136296,3.8626492023468018,5e-05,3.1904337406158447
12412,3882,37,146356,11.576059529999998,19.27,,,0.004999999888241291,136355,2.1745002269744873,5e-05,-0.17816203832626343
12416,3884,37,146415,10.857734000000004,19.19,,,0.004999999888241291,136414,6.538784027099609,5e-05,0.28777605295181274
12420,3885,37,146472,10.808263009999997,18.93,,,0.004999999888241291,136471,3.591107130050659,5e-05,0.8532803654670715
12424,3887,37,146559,10.60998295,19.05,,,0.004999999888241291,136558,4.166277885437012,5e-05,2.2425315380096436
12428,3889,37,146630,9.413724999999998,18.88,,,0.004999999888241291,136629,6.114406585693359,5e-05,0.05171504616737366
12432,3890,37,146693,9.2827237,18.63,,,0.004999999888241291,136692,7.788497447967529,5e-05,-0.5470097064971924
12436,3893,37,146781,9.92309836,18.91,,,0.004999999888241291,136780,1.9678999185562134,5e-05,-0.5415554642677307
12440,3895,37,146869,10.20620133,18.91,,,0.004999999888241291,136868,7.177650451660156,5e-05,-1.5437965393066406
12444,3897,37,146940,9.465760750000001,18.76,,,0.004999999888241291,136939,2.7303433418273926,5e-05,1.5897136926651
12448,3900,37,147028,9.43101019,18.99,,,0.004999999888241291,137027,3.918365240097046,5e-05,1.5703132152557373
12452,3902,37,147087,9.98170221,18.79,,,0.004999999888241291,137086,3.477733612060547,5e-05,0.4035983681678772
12456,3903,37,147146,9.140825990000002,18.58,,,0.004999999888241291,137145,6.826838493347168,5e-05,1.074652075767517
12460,3905,37,147234,9.548277859999999,18.77,,,0.004999999888241291,137233,3.9914402961730957,5e-05,0.9772056937217712
12464,3907,37,147309,8.66799523,18.64,,,0.004999999888241291,137308,10.328105926513672,5e-05,0.008471459150314331
12468,3909,37,147366,8.7499302,18.33,,,0.004999999888241291,137365,2.745356559753418,5e-05,2.722236156463623
12472,3910,37,147427,7.8834564799999995,18.07,,,0.004999999888241291,137426,9.529541015625,5e-05,-0.14767597615718842
12476,3912,37,147500,7.8178274299999995,18.3,,,0.004999999888241291,137499,3.3346009254455566,5e-05,2.4181463718414307
12480,3914,37,147588,7.604854329999999,18.57,,,0.004999999888241291,137587,5.399659156799316,5e-05,0.7600879669189453
12484,3916,37,147663,7.24903102,18.65,,,0.004999999888241291,137662,3.8972346782684326,5e-05,0.8044283390045166
12488,3918,37,147745,7.496294990000001,18.64,,,0.004999999888241291,137744,4.560571670532227,5e-05,0.08966772258281708
12492,3920,37,147833,7.26876254,18.69,,,0.004999999888241291,137832,4.882805824279785,5e-05,1.8999192714691162
12496,3920,37,147851,7.09123705,17.99,,,0.004999999888241291,137850,4.869772911071777,5e-05,1.0569946765899658
12500,3922,37,147939,7.012039329999999,18.0,,,0.004999999888241291,137938,2.223931312561035,5e-05,-1.0021183490753174
12504,3924,37,148017,6.80567002,17.9,,,0.004999999888241291,138016,5.644919395446777,5e-05,1.582312822341919
12508,3926,37,148105,7.639917350000001,18.08,,,0.004999999888241291,138104,3.45086669921875,5e-05,1.2750664949417114
12512,3928,37,148152,6.98746384,17.96,,,0.004999999888241291,138151,3.079669713973999,5e-05,-0.2306814193725586
12516,3931,37,148240,7.660651489999998,18.25,,,0.004999999888241291,138239,3.0273032188415527,5e-05,1.6908290386199951
12520,3933,37,148328,7.911503549999999,18.56,,,0.004999999888241291,138327,4.268168926239014,5e-05,1.9406929016113281
12524,3935,37,148406,8.344825680000001,18.47,,,0.004999999888241291,138405,2.3662242889404297,5e-05,2.0069141387939453
12528,3937,37,148494,9.19740813,18.64,,,0.004999999888241291,138493,3.214517593383789,5e-05,0.33603182435035706
12532,3940,37,148566,9.50321015,18.73,,,0.004999999888241291,138565,10.326730728149414,5e-05,0.17143124341964722
12536,3943,37,148654,9.99059554,18.73,,,0.004999999888241291,138653,8.493169784545898,5e-05,1.8877904415130615
12540,3945,37,148731,9.13822328,18.62,,,0.004999999888241291,138730,16.028820037841797,5e-05,2.546267509460449
12544,3947,37,148819,9.50611842,18.79,,,0.004999999888241291,138818,2.9683284759521484,5e-05,2.764488697052002
12548,3948,37,148867,9.06775158,18.39,,,0.004999999888241291,138866,7.869113922119141,5e-05,0.5800444483757019
12552,3949,37,148922,8.54739404,18.35,,,0.004999999888241291,138921,5.123655319213867,5e-05,2.2480804920196533
12556,3951,37,149002,8.887458539999999,18.56,,,0.004999999888241291,139001,6.2372589111328125,5e-05,2.0215506553649902
12560,3953,37,149078,8.75434371,18.44,,,0.004999999888241291,139077,2.6480188369750977,5e-05,-0.546284019947052
12564,3954,37,149137,9.28409628,18.28,,,0.004999999888241291,139136,6.023563385009766,5e-05,2.3234195709228516
12568,3956,37,149210,9.192754250000002,18.44,,,0.004999999888241291,139209,4.104127883911133,5e-05,2.439960479736328
12572,3957,37,149261,9.44347937,18.34,,,0.004999999888241291,139260,1.8428889513015747,5e-05,1.7602828741073608
12576,3958,37,149310,9.3679307,18.1,,,0.004999999888241291,139309,2.9334828853607178,5e-05,0.5602505803108215
12580,3960,37,149383,9.878781170000002,17.95,,,0.004999999888241291,139382,3.3248610496520996,5e-05,2.7495970726013184
12584,3962,37,149471,10.38453274,18.08,,,0.004999999888241291,139470,5.523595809936523,5e-05,0.8776251673698425
12588,3964,37,149551,10.224151410000001,18.06,,,0.004999999888241291,139550,2.0989294052124023,5e-05,-0.9272081255912781
12592,3966,37,149632,10.027754429999998,17.99,,,0.004999999888241291,139631,4.585488319396973,5e-05,1.813791275024414
12596,3967,37,149702,10.38871093,18.51,,,0.004999999888241291,139701,3.2000985145568848,5e-05,0.14181998372077942
12600,3969,37,149777,10.25446918,18.38,,,0.004999999888241291,139776,5.2678422927856445,5e-05,1.479740023612976
12604,3971,37,149839,9.65218036,18.22,,,0.004999999888241291,139838,2.6944239139556885,5e-05,1.7011268138885498
12608,3973,37,149909,8.95978737,18.04,,,0.004999999888241291,139908,4.618076324462891,5e-05,0.9839140176773071
12612,3975,37,149978,9.585427550000002,18.26,,,0.004999999888241291,139977,4.264354705810547,5e-05,1.661792516708374
,,,150000,,,22.0,7.2944614,0.004999999888241291,139999,2.5650293827056885,5e-05,3.624447822570801
12616,3980,37,150053,9.84599039,18.13,,,0.004999999888241291,140052,10.54611587524414,5e-05,2.932729959487915
12620,3982,37,150125,9.354923839999998,17.97,,,0.004999999888241291,140124,4.588240146636963,5e-05,1.9147835969924927
12624,3984,37,150208,9.271181930000001,18.02,,,0.004999999888241291,140207,6.369977951049805,5e-05,3.223828077316284
12628,3985,37,150254,8.80477667,17.6,,,0.004999999888241291,140253,4.2790985107421875,5e-05,4.092835426330566
12632,3987,37,150326,9.11987783,17.6,,,0.004999999888241291,140325,7.687395095825195,5e-05,2.1889984607696533
12636,3991,37,150412,8.55767371,17.58,,,0.004999999888241291,140411,4.084434509277344,5e-05,2.4236888885498047
12640,3993,37,150479,8.98269668,17.48,,,0.004999999888241291,140478,3.976813316345215,5e-05,2.179762125015259
12644,3995,37,150548,9.270284210000002,17.29,,,0.004999999888241291,140547,2.8422226905822754,5e-05,1.7769951820373535
12648,3996,37,150582,9.486043770000002,17.15,,,0.004999999888241291,140581,5.615583419799805,5e-05,3.0135209560394287
12652,3998,37,150665,10.046199080000001,17.43,,,0.004999999888241291,140664,4.297263145446777,5e-05,0.08615963160991669
12656,4000,37,150738,9.53571371,17.36,,,0.004999999888241291,140737,4.556362628936768,5e-05,-0.724062442779541
12660,4003,37,150826,9.452192060000002,17.48,,,0.004999999888241291,140825,2.378485679626465,5e-05,1.9066418409347534
12664,4005,37,150893,9.670724759999999,17.56,,,0.004999999888241291,140892,5.1466522216796875,5e-05,0.4636954665184021
12668,4007,37,150960,9.227410380000002,17.5,,,0.004999999888241291,140959,5.916958808898926,5e-05,0.04728275537490845
12672,4009,37,151043,8.760007280000002,17.82,,,0.004999999888241291,141042,3.1261513233184814,5e-05,-1.2222349643707275
12676,4011,37,151110,9.025769089999999,18.0,,,0.004999999888241291,141109,3.0756845474243164,5e-05,3.616170883178711
12680,4013,37,151198,8.76217627,18.15,,,0.004999999888241291,141197,3.781932830810547,5e-05,3.6888484954833984
12684,4015,37,151286,8.24111832,18.15,,,0.004999999888241291,141285,2.9707729816436768,5e-05,1.7796502113342285
12688,4017,37,151345,7.531901890000001,17.94,,,0.004999999888241291,141344,3.276357650756836,5e-05,2.520987033843994
12692,4018,37,151391,7.577793730000001,17.59,,,0.004999999888241291,141390,3.7474050521850586,5e-05,1.0836445093154907
12696,4020,37,151479,7.944247679999998,17.77,,,0.004999999888241291,141478,3.257707118988037,5e-05,1.0453214645385742
12700,4023,37,151567,8.34757967,17.9,,,0.004999999888241291,141566,5.514702796936035,5e-05,1.361762523651123
12704,4025,37,151642,8.19566869,18.03,,,0.004999999888241291,141641,5.090136528015137,5e-05,2.2580597400665283
12708,4026,37,151712,8.07115773,18.03,,,0.004999999888241291,141711,11.505227088928223,5e-05,1.6028144359588623
12712,4029,37,151798,8.50563602,18.2,,,0.004999999888241291,141797,2.9716484546661377,5e-05,0.7654224038124084
12716,4032,37,151879,7.8978136700000015,18.26,,,0.004999999888241291,141878,4.174260139465332,5e-05,1.3915754556655884
12720,4034,37,151959,8.270199780000002,18.34,,,0.004999999888241291,141958,3.5503668785095215,5e-05,1.0998685359954834
12724,4037,37,152047,8.25555666,18.39,,,0.004999999888241291,142046,3.5901336669921875,5e-05,2.1602988243103027
12728,4039,37,152121,8.22226447,18.67,,,0.004999999888241291,142120,6.088686943054199,5e-05,1.9058797359466553
12732,4040,37,152179,8.28980436,18.53,,,0.004999999888241291,142178,4.079289436340332,5e-05,-0.3812357187271118
12736,4042,37,152262,8.722975270000001,18.5,,,0.004999999888241291,142261,2.375417709350586,5e-05,-0.1483515501022339
12740,4044,37,152318,8.174223920000001,18.39,,,0.004999999888241291,142317,3.5100040435791016,5e-05,0.8198679685592651
12744,4046,37,152406,8.38138269,18.58,,,0.004999999888241291,142405,5.4855756759643555,5e-05,2.4586055278778076
12748,4048,37,152483,9.1455646,19.01,,,0.004999999888241291,142482,6.042937278747559,5e-05,0.44625797867774963
12752,4051,37,152558,9.44268394,18.93,,,0.004999999888241291,142557,17.21295928955078,5e-05,-1.0283024311065674
12756,4054,37,152645,9.6502686,19.07,,,0.004999999888241291,142644,4.6085357666015625,5e-05,1.0575051307678223
12760,4056,37,152721,9.82792865,18.95,,,0.004999999888241291,142720,7.972758769989014,5e-05,1.1374415159225464
12764,4058,37,152793,9.253664,19.0,,,0.004999999888241291,142792,3.5350825786590576,5e-05,1.7281986474990845
12768,4060,37,152854,9.07387547,18.94,,,0.004999999888241291,142853,2.4820396900177,5e-05,-1.291059136390686
12772,4062,37,152933,9.55014825,18.9,,,0.004999999888241291,142932,12.572234153747559,5e-05,3.5402512550354004
12776,4064,37,152999,9.225530720000002,18.89,,,0.004999999888241291,142998,4.587308883666992,5e-05,2.036165714263916
12780,4066,37,153067,8.88900104,18.69,,,0.004999999888241291,143066,8.65382194519043,5e-05,1.8755416870117188
12784,4068,37,153136,9.55390602,18.5,,,0.004999999888241291,143135,4.258018970489502,5e-05,1.4316065311431885
12788,4070,37,153224,10.590599529999999,18.79,,,0.004999999888241291,143223,4.813713550567627,5e-05,1.1390504837036133
12792,4072,37,153312,11.23749453,19.21,,,0.004999999888241291,143311,6.569746494293213,5e-05,1.6448817253112793
12796,4074,37,153379,11.260723260000002,19.0,,,0.004999999888241291,143378,8.203702926635742,5e-05,1.9391095638275146
12800,4075,37,153443,11.287624780000002,18.76,,,0.004999999888241291,143442,6.532480239868164,5e-05,0.6931692361831665
12804,4076,37,153488,11.54415762,18.46,,,0.004999999888241291,143487,3.708688497543335,5e-05,1.127182126045227
12808,4079,37,153576,11.22149099,18.64,,,0.004999999888241291,143575,4.379518508911133,5e-05,1.5381255149841309
12812,4080,37,153621,10.694505,18.23,,,0.004999999888241291,143620,2.4914426803588867,5e-05,1.9678983688354492
12816,4082,37,153692,11.633698139999996,18.13,,,0.004999999888241291,143691,4.084411144256592,5e-05,2.2485499382019043
12820,4083,37,153766,10.961844900000001,18.07,,,0.004999999888241291,143765,4.656714916229248,5e-05,-0.5190882682800293
12824,4085,37,153834,11.282694740000002,17.87,,,0.004999999888241291,143833,8.03941535949707,5e-05,3.4282913208007812
12828,4087,37,153913,11.49681987,17.92,,,0.004999999888241291,143912,3.5571932792663574,5e-05,2.022883892059326
12832,4089,37,154000,11.49699223,18.21,,,0.004999999888241291,143999,4.4079484939575195,5e-05,1.7946416139602661
12836,4091,37,154088,11.626627110000001,18.26,,,0.004999999888241291,144087,3.2928574085235596,5e-05,2.9085826873779297
12840,4093,37,154176,11.3456096,18.58,,,0.004999999888241291,144175,5.649362087249756,5e-05,2.009941339492798
12844,4095,37,154246,10.33656152,18.4,,,0.004999999888241291,144245,4.208585739135742,5e-05,3.8323733806610107
12848,4096,37,154280,9.07230911,17.97,,,0.004999999888241291,144279,6.102159023284912,5e-05,3.236478090286255
12852,4097,37,154337,8.7561191,17.79,,,0.004999999888241291,144336,3.198914051055908,5e-05,1.3659985065460205
12856,4099,37,154391,8.52459998,17.46,,,0.004999999888241291,144390,7.010671615600586,5e-05,2.674687385559082
12860,4100,37,154469,8.607499589999998,17.48,,,0.004999999888241291,144468,6.367344379425049,5e-05,0.8824522495269775
12864,4102,37,154546,8.955005569999999,17.53,,,0.004999999888241291,144545,1.5898926258087158,5e-05,0.12825196981430054
12868,4104,37,154614,9.031074749999998,17.6,,,0.004999999888241291,144613,2.8155083656311035,5e-05,0.9723683595657349
12872,4106,37,154701,8.987599239999998,17.68,,,0.004999999888241291,144700,2.7374372482299805,5e-05,0.44874194264411926
12876,4108,37,154770,8.71581142,17.71,,,0.004999999888241291,144769,3.6614837646484375,5e-05,2.127896547317505
12880,4108,37,154808,8.346491910000003,17.41,,,0.004999999888241291,144807,4.817648887634277,5e-05,1.5429296493530273
12884,4111,37,154896,8.757825590000001,17.6,,,0.004999999888241291,144895,5.303623199462891,5e-05,1.9663151502609253
12888,4113,37,154967,9.178931730000002,17.43,,,0.004999999888241291,144966,3.2732009887695312,5e-05,1.4584753513336182
12892,4115,37,155055,8.839047840000001,17.43,,,0.004999999888241291,145054,6.430233001708984,5e-05,1.8632142543792725
12896,4118,37,155143,8.959789620000002,17.64,,,0.004999999888241291,145142,3.6043126583099365,5e-05,2.5778982639312744
12900,4120,37,155231,8.80576285,17.88,,,0.004999999888241291,145230,6.323173522949219,5e-05,-0.16228175163269043
12904,4123,37,155319,9.57656788,18.31,,,0.004999999888241291,145318,5.075441837310791,5e-05,2.077820301055908
12908,4125,37,155387,10.01142602,18.11,,,0.004999999888241291,145386,8.277292251586914,5e-05,2.363910675048828
12912,4127,37,155454,10.463304319999999,18.33,,,0.004999999888241291,145453,4.2072858810424805,5e-05,2.8160574436187744
12916,4128,37,155521,9.46093075,18.29,,,0.004999999888241291,145520,2.59455943107605,5e-05,3.4877591133117676
12920,4129,37,155574,9.7792996,18.08,,,0.004999999888241291,145573,4.146185398101807,5e-05,1.9717941284179688
12924,4131,37,155660,9.428655639999999,18.26,,,0.004999999888241291,145659,2.691802501678467,5e-05,3.3383023738861084
12928,4133,37,155731,9.18942083,18.18,,,0.004999999888241291,145730,4.487727642059326,5e-05,2.467559814453125
12932,4135,37,155819,9.13754316,18.19,,,0.004999999888241291,145818,6.564919471740723,5e-05,0.43473464250564575
12936,4136,37,155872,7.651894759999999,17.84,,,0.004999999888241291,145871,8.411508560180664,5e-05,3.091890335083008
12940,4139,37,155960,8.41418577,17.84,,,0.004999999888241291,145959,2.9276561737060547,5e-05,2.008246898651123
12944,4139,37,156000,8.84669062,17.54,,,0.004999999888241291,145999,5.038686752319336,5e-05,0.610582172870636
12948,4141,37,156068,9.289804909999999,17.88,,,0.004999999888241291,146067,3.9318792819976807,5e-05,1.4990252256393433
12952,4143,37,156136,8.9940097,17.99,,,0.004999999888241291,146135,2.522719144821167,5e-05,0.6336921453475952
12956,4145,37,156213,9.66939957,18.22,,,0.004999999888241291,146212,6.180062294006348,5e-05,2.0776662826538086
12960,4146,37,156265,9.354429540000002,17.96,,,0.004999999888241291,146264,5.8326096534729,5e-05,0.6589511632919312
12964,4148,37,156348,9.408969299999999,18.02,,,0.004999999888241291,146347,6.853978157043457,5e-05,1.7989181280136108
12968,4150,37,156424,9.81351559,18.1,,,0.004999999888241291,146423,7.155292987823486,5e-05,1.868109107017517
12972,4151,37,156484,10.372998729999999,17.83,,,0.004999999888241291,146483,5.230874061584473,5e-05,1.870827078819275
12976,4153,37,156562,10.40724629,17.92,,,0.004999999888241291,146561,2.4032039642333984,5e-05,-0.48386073112487793
