time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,train/ent_coef,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss
16144,5826,37,216937,11.90482126,18.71,,,0.004999999888241291,206936,3.174126148223877,5e-05,1.1857941150665283
16148,5827,37,216983,12.04829692,18.3,,,0.004999999888241291,206982,3.5139899253845215,5e-05,2.1377880573272705
16152,5829,37,217036,11.574898899999999,18.11,,,0.004999999888241291,207035,2.4022934436798096,5e-05,2.661669969558716
16156,5831,37,217094,12.51105141,18.07,,,0.004999999888241291,207093,3.1226696968078613,5e-05,0.4877675175666809
16160,5833,37,217169,12.14696546,17.94,,,0.004999999888241291,207168,3.977213144302368,5e-05,1.0868608951568604
16164,5835,37,217257,11.408799999999996,18.1,,,0.004999999888241291,207256,3.806206226348877,5e-05,1.6830819845199585
16168,5838,37,217345,11.987339439999998,18.21,,,0.004999999888241291,207344,6.296542644500732,5e-05,1.0870413780212402
16172,5840,37,217422,11.427265710000004,18.18,,,0.004999999888241291,207421,2.6048495769500732,5e-05,0.2709515392780304
16176,5842,37,217494,11.53311377,18.09,,,0.004999999888241291,207493,4.237129211425781,5e-05,1.3471300601959229
16180,5844,37,217575,12.17974509,18.1,,,0.004999999888241291,207574,4.0792646408081055,5e-05,1.789885401725769
16184,5846,37,217653,13.09890449,18.14,,,0.004999999888241291,207652,3.2151551246643066,5e-05,0.3858568072319031
16188,5848,37,217726,13.616281160000002,18.5,,,0.004999999888241291,207725,2.711514949798584,5e-05,1.1722393035888672
16192,5850,37,217798,14.310150020000002,18.44,,,0.004999999888241291,207797,4.179983139038086,5e-05,1.1145817041397095
16196,5852,37,217871,13.79130455,18.37,,,0.004999999888241291,207870,3.7168128490448,5e-05,0.24526679515838623
16200,5855,37,217940,14.376555090000002,18.45,,,0.004999999888241291,207939,4.549214839935303,5e-05,0.8709914088249207
16204,5856,37,217997,13.73451434,18.25,,,0.004999999888241291,207996,2.1534154415130615,5e-05,0.16487231850624084
16208,5858,37,218067,13.429551420000001,18.28,,,0.004999999888241291,208066,3.1692728996276855,5e-05,-1.1759955883026123
16212,5861,37,218141,12.08101356,18.25,,,0.004999999888241291,208140,3.906827926635742,5e-05,1.3417601585388184
16216,5863,37,218209,12.722913759999999,18.56,,,0.004999999888241291,208208,5.44300651550293,5e-05,2.1996054649353027
16220,5866,37,218289,12.286167720000002,18.48,,,0.004999999888241291,208288,4.559874534606934,5e-05,1.390845775604248
16224,5867,37,218356,11.653499420000003,18.27,,,0.004999999888241291,208355,2.7964024543762207,5e-05,-0.3417971134185791
16228,5869,37,218423,11.692119589999999,18.21,,,0.004999999888241291,208422,2.9527502059936523,5e-05,1.533074140548706
16232,5872,37,218511,10.6460725,18.21,,,0.004999999888241291,208510,4.407858371734619,5e-05,1.7467706203460693
16236,5874,37,218578,10.544790440000002,18.14,,,0.004999999888241291,208577,8.730264663696289,5e-05,0.8074613809585571
16240,5876,37,218662,10.48937274,18.13,,,0.004999999888241291,208661,2.528249979019165,5e-05,0.8437094688415527
16244,5878,37,218724,9.86244542,17.87,,,0.004999999888241291,208723,18.01980972290039,5e-05,1.058562159538269
16248,5881,37,218806,10.131637030000002,18.23,,,0.004999999888241291,208805,3.1616249084472656,5e-05,3.8722381591796875
16252,5883,37,218894,10.59563639,18.58,,,0.004999999888241291,208893,4.889317512512207,5e-05,0.7100780606269836
16256,5885,37,218957,10.43458438,18.63,,,0.004999999888241291,208956,9.386878967285156,5e-05,2.2420082092285156
16260,5888,37,219037,10.4212852,18.68,,,0.004999999888241291,209036,3.4221863746643066,5e-05,0.9465262293815613
16264,5891,37,219125,11.288785010000002,18.68,,,0.004999999888241291,209124,4.279683589935303,5e-05,0.8656696081161499
16268,5893,37,219213,10.95252172,18.68,,,0.004999999888241291,209212,5.2467851638793945,5e-05,1.64357328414917
16272,5895,37,219270,11.238492139999998,18.48,,,0.004999999888241291,209269,24.800016403198242,5e-05,1.5541709661483765
16276,5898,37,219358,10.5288406,18.64,,,0.004999999888241291,209357,3.5079822540283203,5e-05,1.9571620225906372
16280,5900,37,219432,9.91558709,18.57,,,0.004999999888241291,209431,3.1233487129211426,5e-05,2.6162617206573486
16284,5901,37,219490,9.336356230000002,18.37,,,0.004999999888241291,209489,4.613354682922363,5e-05,3.6852688789367676
16288,5904,37,219578,8.75721975,18.52,,,0.004999999888241291,209577,13.482885360717773,5e-05,2.7107527256011963
16292,5906,37,219658,7.82611967,18.6,,,0.004999999888241291,209657,4.233180999755859,5e-05,2.1658730506896973
16296,5908,37,219725,8.164240190000001,18.54,,,0.004999999888241291,209724,5.3340301513671875,5e-05,0.21653145551681519
16300,5911,37,219782,7.593072070000001,18.42,,,0.004999999888241291,209781,4.931520938873291,5e-05,0.7725827693939209
16304,5914,37,219870,8.20231466,18.73,,,0.004999999888241291,209869,10.799771308898926,5e-05,0.55776047706604
16308,5916,37,219943,8.595580850000001,18.76,,,0.004999999888241291,209942,3.540290355682373,5e-05,2.264101982116699
,,,220000,,,18.8,12.870256999999999,0.004999999888241291,209999,4.326028823852539,5e-05,2.2292773723602295
16312,5920,37,220010,8.896899000000001,18.69,,,0.004999999888241291,210009,3.626603126525879,5e-05,1.6610101461410522
16316,5923,37,220098,8.60542275,18.89,,,0.004999999888241291,210097,3.394496202468872,5e-05,-1.6358022689819336
16320,5926,37,220186,9.38700179,18.97,,,0.004999999888241291,210185,4.973426818847656,5e-05,2.3497025966644287
16324,5928,37,220260,9.93672558,19.04,,,0.004999999888241291,210259,3.3112943172454834,5e-05,1.2949048280715942
16328,5930,37,220337,10.073795780000001,19.14,,,0.004999999888241291,210336,4.170090675354004,5e-05,3.142439842224121
16332,5932,37,220392,10.41547396,18.81,,,0.004999999888241291,210391,4.325912952423096,5e-05,3.357180595397949
16336,5934,37,220480,11.35711812,19.02,,,0.004999999888241291,210479,2.0272436141967773,5e-05,-0.40351781249046326
16340,5936,37,220526,10.85710444,18.64,,,0.004999999888241291,210525,2.939387321472168,5e-05,0.37551912665367126
16344,5937,37,220593,10.622827430000003,18.69,,,0.004999999888241291,210592,4.141374111175537,5e-05,-0.261208713054657
16348,5939,37,220677,10.81129592,18.71,,,0.004999999888241291,210676,4.75423526763916,5e-05,2.3353800773620605
16352,5942,37,220738,11.03871054,18.44,,,0.004999999888241291,210737,3.2016730308532715,5e-05,1.70461106300354
16356,5944,37,220810,11.248574349999998,18.53,,,0.004999999888241291,210809,11.179706573486328,5e-05,1.4500540494918823
16360,5946,37,220880,10.735321919999999,18.43,,,0.004999999888241291,210879,4.293688774108887,5e-05,2.675994396209717
16364,5949,37,220968,11.08074472,18.43,,,0.004999999888241291,210967,2.6016502380371094,5e-05,-0.6826951503753662
16368,5951,37,221056,11.50246274,18.43,,,0.004999999888241291,211055,3.787095069885254,5e-05,1.508350133895874
16372,5953,37,221128,10.471671200000001,18.58,,,0.004999999888241291,211127,6.155180931091309,5e-05,2.4997715950012207
16376,5955,37,221216,10.18813448,18.58,,,0.004999999888241291,211215,2.872046947479248,5e-05,-0.54116290807724
16380,5957,37,221289,10.653022569999997,18.57,,,0.004999999888241291,211288,4.585076332092285,5e-05,0.9520150423049927
16384,5960,37,221377,10.42767665,18.87,,,0.004999999888241291,211376,5.332383155822754,5e-05,3.316328525543213
16388,5962,37,221444,10.973811469999998,18.66,,,0.004999999888241291,211443,5.923580646514893,5e-05,3.39847731590271
16392,5964,37,221532,11.67587759,18.74,,,0.004999999888241291,211531,4.87888240814209,5e-05,1.6111475229263306
16396,5966,37,221599,12.048783469999998,18.74,,,0.004999999888241291,211598,7.518277168273926,5e-05,3.674172878265381
16400,5968,37,221680,11.909059829999999,18.98,,,0.004999999888241291,211679,6.0285749435424805,5e-05,3.746311664581299
16404,5970,37,221733,11.875870340000004,18.63,,,0.004999999888241291,211732,4.176270961761475,5e-05,0.31051868200302124
16408,5972,37,221814,12.279698410000002,18.71,,,0.004999999888241291,211813,4.510242462158203,5e-05,1.8782445192337036
16412,5974,37,221890,12.14315198,18.8,,,0.004999999888241291,211889,4.773377895355225,5e-05,0.6992285251617432
16416,5977,37,221978,11.846160650000002,18.8,,,0.004999999888241291,211977,5.184497833251953,5e-05,-0.6779478192329407
16420,5979,37,222037,11.378236459999998,18.51,,,0.004999999888241291,212036,4.127252578735352,5e-05,3.0368282794952393
16424,5982,37,222102,10.663873810000002,18.42,,,0.004999999888241291,212101,8.461714744567871,5e-05,2.9199013710021973
16428,5984,37,222169,10.854106320000001,18.32,,,0.004999999888241291,212168,4.83064079284668,5e-05,2.5101318359375
16432,5986,37,222238,11.101767559999999,18.46,,,0.004999999888241291,212237,5.092720985412598,5e-05,2.9617300033569336
16436,5988,37,222308,10.58197859,18.28,,,0.004999999888241291,212307,6.300675392150879,5e-05,1.6547635793685913
16440,5991,37,222396,10.65777422,18.7,,,0.004999999888241291,212395,3.5855488777160645,5e-05,0.8677787184715271
16444,5993,37,222484,11.616315380000001,18.91,,,0.004999999888241291,212483,2.6892306804656982,5e-05,3.41413950920105
16448,5996,37,222572,11.326427699999996,18.95,,,0.004999999888241291,212571,2.2029662132263184,5e-05,1.458410620689392
16452,5998,37,222660,11.620788800000003,19.22,,,0.004999999888241291,212659,3.592888832092285,5e-05,2.2624661922454834
16456,6000,37,222730,11.048875269999998,19.2,,,0.004999999888241291,212729,2.912076473236084,5e-05,1.0575969219207764
16460,6002,37,222814,11.11971591,19.34,,,0.004999999888241291,212813,10.519290924072266,5e-05,5.328237533569336
16464,6004,37,222895,10.942084790000001,19.27,,,0.004999999888241291,212894,2.7793383598327637,5e-05,0.5510904788970947
16468,6006,37,222973,11.29746599,19.17,,,0.004999999888241291,212972,2.344832420349121,5e-05,2.0526647567749023
16472,6008,37,223058,12.00684418,19.3,,,0.004999999888241291,213057,5.650338649749756,5e-05,4.208980083465576
16476,6009,37,223097,12.946515069999998,18.81,,,0.004999999888241291,213096,3.726930618286133,5e-05,2.6321425437927246
16480,6011,37,223184,12.46167646,18.95,,,0.004999999888241291,213183,3.7664098739624023,5e-05,1.514313817024231
16484,6013,37,223266,12.84311778,18.89,,,0.004999999888241291,213265,2.8603243827819824,5e-05,2.9076366424560547
16488,6015,37,223339,12.70379614,18.95,,,0.004999999888241291,213338,3.9932944774627686,5e-05,2.0307164192199707
16492,6016,37,223384,11.896827320000002,18.52,,,0.004999999888241291,213383,5.294289588928223,5e-05,3.3339223861694336
16496,6018,37,223451,11.727161800000001,18.52,,,0.004999999888241291,213450,4.659685134887695,5e-05,2.706092357635498
16500,6020,37,223518,12.07344018,18.38,,,0.004999999888241291,213517,3.6448416709899902,5e-05,-0.06391160190105438
16504,6025,37,223606,11.93990059,18.73,,,0.004999999888241291,213605,4.765439987182617,5e-05,3.7490577697753906
16508,6031,37,223694,11.826664930000002,18.8,,,0.004999999888241291,213693,2.0192160606384277,5e-05,3.961845636367798
16512,6033,37,223764,12.26561033,18.74,,,0.004999999888241291,213763,2.333437919616699,5e-05,1.0461405515670776
16516,6035,37,223852,12.95439435,18.74,,,0.004999999888241291,213851,3.5512290000915527,5e-05,5.406164169311523
16520,6038,37,223932,12.62017152,18.95,,,0.004999999888241291,213931,3.1832847595214844,5e-05,3.138763427734375
16524,6041,37,224003,12.21717192,19.01,,,0.004999999888241291,214002,3.9691739082336426,5e-05,1.5903856754302979
16528,6044,37,224091,12.39026062,19.22,,,0.004999999888241291,214090,2.996480941772461,5e-05,3.2295584678649902
16532,6046,37,224162,12.30542936,19.24,,,0.004999999888241291,214161,5.636655807495117,5e-05,0.8405458331108093
16536,6048,37,224229,12.00229394,19.21,,,0.004999999888241291,214228,3.914558172225952,5e-05,0.6231688261032104
16540,6051,37,224310,12.337903489999999,19.14,,,0.004999999888241291,214309,6.4712443351745605,5e-05,2.3799633979797363
16544,6052,37,224358,11.65396565,18.74,,,0.004999999888241291,214357,11.180461883544922,5e-05,2.763709545135498
16548,6055,37,224441,12.040045710000001,18.69,,,0.004999999888241291,214440,2.828575611114502,5e-05,0.048510730266571045
16552,6057,37,224498,11.574001300000003,18.38,,,0.004999999888241291,214497,2.839016914367676,5e-05,3.9369406700134277
16556,6059,37,224555,11.841476870000001,18.25,,,0.004999999888241291,214554,6.1607489585876465,5e-05,0.3270372748374939
16560,6061,37,224622,12.144737710000001,18.08,,,0.004999999888241291,214621,3.999509811401367,5e-05,0.5798271894454956
16564,6064,37,224706,11.588833070000003,18.11,,,0.004999999888241291,214705,4.354692459106445,5e-05,3.1200571060180664
16568,6070,37,224794,11.13484126,18.21,,,0.004999999888241291,214793,7.847006797790527,5e-05,1.9222333431243896
16572,6072,37,224865,12.04128051,18.07,,,0.004999999888241291,214864,3.1598849296569824,5e-05,0.3033035099506378
16576,6074,37,224934,11.754092579999996,18.37,,,0.004999999888241291,214933,4.68358039855957,5e-05,2.9777145385742188
16580,6076,37,225003,11.693605670000002,18.19,,,0.004999999888241291,215002,4.961127281188965,5e-05,1.4861845970153809
16584,6077,37,225079,12.22983996,18.13,,,0.004999999888241291,215078,3.053306818008423,5e-05,0.06845441460609436
16588,6079,37,225146,12.223914070000001,18.07,,,0.004999999888241291,215145,2.6462390422821045,5e-05,1.3301459550857544
16592,6082,37,225234,12.771723489999998,18.5,,,0.004999999888241291,215233,4.069163799285889,5e-05,2.430851459503174
16596,6085,37,225322,12.461148619999996,18.71,,,0.004999999888241291,215321,5.2546186447143555,5e-05,3.7407493591308594
16600,6087,37,225410,12.693559169999999,18.92,,,0.004999999888241291,215409,5.64411735534668,5e-05,3.3110225200653076
16604,6090,37,225482,12.320923789999997,18.76,,,0.004999999888241291,215481,4.379205703735352,5e-05,1.462310791015625
16608,6092,37,225552,11.399670650000001,18.58,,,0.004999999888241291,215551,4.720880508422852,5e-05,1.1089107990264893
16612,6095,37,225620,11.710879119999998,18.56,,,0.004999999888241291,215619,3.6407546997070312,5e-05,1.1937540769577026
16616,6097,37,225696,11.322273120000002,18.44,,,0.004999999888241291,215695,5.688407897949219,5e-05,1.6274728775024414
16620,6099,37,225773,11.39389961,18.41,,,0.004999999888241291,215772,3.76008939743042,5e-05,2.330812692642212
16624,6102,37,225846,11.87304999,18.43,,,0.004999999888241291,215845,18.151113510131836,5e-05,3.8116326332092285
16628,6104,37,225927,11.672061719999999,18.36,,,0.004999999888241291,215926,4.742351531982422,5e-05,-0.3238907754421234
16632,6107,37,226015,11.49049681,18.53,,,0.004999999888241291,216014,3.330077648162842,5e-05,2.7386412620544434
16636,6110,37,226103,11.737868599999999,18.74,,,0.004999999888241291,216102,3.1718854904174805,5e-05,0.8012383580207825
16640,6112,37,226191,11.858534299999999,18.81,,,0.004999999888241291,216190,3.6887683868408203,5e-05,2.1166226863861084
16644,6113,37,226219,11.41458564,18.61,,,0.004999999888241291,216218,2.6994471549987793,5e-05,3.9479477405548096
16648,6115,37,226307,11.611670490000002,18.66,,,0.004999999888241291,216306,4.285025596618652,5e-05,1.581925392150879
16652,6118,37,226395,11.125941150000001,18.97,,,0.004999999888241291,216394,2.4475579261779785,5e-05,2.636566162109375
16656,6120,37,226483,10.717330160000001,19.28,,,0.004999999888241291,216482,3.655484199523926,5e-05,3.583761692047119
16660,6122,37,226571,10.61902056,19.49,,,0.004999999888241291,216570,2.2899298667907715,5e-05,0.9572336673736572
16664,6124,37,226643,10.401638159999997,19.37,,,0.004999999888241291,216642,2.757526397705078,5e-05,0.10822051763534546
16668,6127,37,226731,10.694716510000001,19.37,,,0.004999999888241291,216730,3.9847867488861084,5e-05,2.827733039855957
16672,6129,37,226819,10.608614600000001,19.54,,,0.004999999888241291,216818,6.006389141082764,5e-05,2.9903650283813477
16676,6132,37,226907,10.60230637,19.73,,,0.004999999888241291,216906,2.460257053375244,5e-05,1.2867012023925781
16680,6134,37,226995,11.298683160000001,19.92,,,0.004999999888241291,216994,4.182100772857666,5e-05,2.6996607780456543
16684,6136,37,227072,9.984494670000002,19.93,,,0.004999999888241291,217071,5.942966938018799,5e-05,3.9267618656158447
16688,6138,37,227144,9.27383235,19.98,,,0.004999999888241291,217143,5.100790977478027,5e-05,2.9332542419433594
16692,6141,37,227232,8.86773119,19.98,,,0.004999999888241291,217231,3.7218706607818604,5e-05,3.7557270526885986
16696,6143,37,227320,9.360246010000001,19.98,,,0.004999999888241291,217319,3.739612579345703,5e-05,1.4066821336746216
16700,6145,37,227381,8.348697469999998,19.71,,,0.004999999888241291,217380,3.59848690032959,5e-05,0.8409229516983032
16704,6147,37,227458,7.91260893,19.76,,,0.004999999888241291,217457,2.8881540298461914,5e-05,1.454023838043213
16708,6150,36,227544,7.98132837,19.92,,,0.004999999888241291,217543,6.774237632751465,5e-05,1.6800270080566406
16712,6153,36,227632,8.16164256,20.12,,,0.004999999888241291,217631,3.854246139526367,5e-05,1.8606232404708862
16716,6156,36,227715,7.81190156,20.19,,,0.004999999888241291,217714,3.340506076812744,5e-05,1.7712652683258057
16720,6157,36,227767,7.4778511199999995,19.94,,,0.004999999888241291,217766,3.669877529144287,5e-05,1.6893320083618164
16724,6160,36,227852,7.814991830000001,20.06,,,0.004999999888241291,217851,2.6421520709991455,5e-05,4.158600807189941
16728,6163,36,227940,7.644841830000001,20.13,,,0.004999999888241291,217939,4.294207572937012,5e-05,1.9241018295288086
16732,6165,36,228028,8.264416619999999,20.13,,,0.004999999888241291,218027,5.1774492263793945,5e-05,-0.5670320391654968
16736,6167,36,228106,8.281248899999998,20.03,,,0.004999999888241291,218105,3.671837329864502,5e-05,3.788505792617798
16740,6169,36,228189,7.61099874,19.98,,,0.004999999888241291,218188,3.582183837890625,5e-05,0.8551697731018066
16744,6171,36,228277,8.51414003,20.58,,,0.004999999888241291,218276,3.61801815032959,5e-05,2.603241443634033
16748,6173,36,228365,8.29966793,20.58,,,0.004999999888241291,218364,4.294439315795898,5e-05,1.8182719945907593
16752,6175,36,228443,8.16231876,20.48,,,0.004999999888241291,218442,4.1440958976745605,5e-05,2.4317471981048584
16756,6176,36,228487,8.52708602,20.04,,,0.004999999888241291,218486,7.037971496582031,5e-05,2.9869632720947266
16760,6178,36,228564,9.046411220000001,19.93,,,0.004999999888241291,218563,4.410590648651123,5e-05,1.78397536277771
16764,6180,36,228639,9.09266824,19.96,,,0.004999999888241291,218638,3.0232744216918945,5e-05,2.2719976902008057
16768,6182,36,228722,8.207740050000002,19.91,,,0.004999999888241291,218721,7.382361888885498,5e-05,1.3109225034713745
16772,6184,36,228794,7.76277476,19.75,,,0.004999999888241291,218793,3.649348735809326,5e-05,2.6971116065979004
16776,6187,36,228873,8.7450464,19.66,,,0.004999999888241291,218872,2.958421468734741,5e-05,3.3526203632354736
16780,6189,36,228953,7.53420698,19.58,,,0.004999999888241291,218952,3.29416561126709,5e-05,0.5998238921165466
16784,6191,36,229007,8.158392690000001,19.35,,,0.004999999888241291,219006,2.226212501525879,5e-05,3.541393756866455
16788,6192,36,229081,8.67199671,19.37,,,0.004999999888241291,219080,3.8008534908294678,5e-05,-0.10732819139957428
16792,6195,36,229161,8.44712872,19.29,,,0.004999999888241291,219160,1.649147868156433,5e-05,2.878551959991455
16796,6197,36,229243,7.48611312,19.23,,,0.004999999888241291,219242,3.5194544792175293,5e-05,2.3967127799987793
16800,6199,36,229320,8.261006819999999,19.39,,,0.004999999888241291,219319,3.8804497718811035,5e-05,0.8206315636634827
16804,6200,36,229387,9.17803671,19.29,,,0.004999999888241291,219386,3.5991053581237793,5e-05,1.5866693258285522
16808,6203,36,229465,9.6197523,19.21,,,0.004999999888241291,219464,8.968932151794434,5e-05,0.40675848722457886
16812,6205,36,229553,9.74839654,19.21,,,0.004999999888241291,219552,3.2773663997650146,5e-05,3.0427956581115723
16816,6207,36,229621,9.99293643,19.06,,,0.004999999888241291,219620,4.398251056671143,5e-05,1.4478886127471924
16820,6209,36,229709,10.56772164,19.42,,,0.004999999888241291,219708,2.7777531147003174,5e-05,1.972828984260559
16824,6211,36,229754,9.916369640000001,19.02,,,0.004999999888241291,219753,1.6032264232635498,5e-05,1.2991032600402832
16828,6212,36,229824,10.04398913,18.84,,,0.004999999888241291,219823,4.635144233703613,5e-05,0.7084159851074219
16832,6214,36,229902,9.51568282,18.74,,,0.004999999888241291,219901,2.018474578857422,5e-05,0.719578206539154
16836,6216,36,229963,9.60107473,18.57,,,0.004999999888241291,219962,2.832324743270874,5e-05,1.5979139804840088
,,,230000,,,16.4,22.7580212,0.004999999888241291,219999,4.8698554039001465,5e-05,1.0204998254776
16840,6220,36,230051,8.87875209,18.62,,,0.004999999888241291,220050,3.4204530715942383,5e-05,1.5607120990753174
16844,6222,36,230106,8.2693314,18.29,,,0.004999999888241291,220105,3.1419365406036377,5e-05,1.1325691938400269
16848,6224,36,230186,8.02547077,18.21,,,0.004999999888241291,220185,2.706723213195801,5e-05,3.525005340576172
16852,6226,36,230248,7.9832785699999995,18.05,,,0.004999999888241291,220247,5.326794624328613,5e-05,1.536865234375
16856,6228,36,230317,8.188566849999999,18.3,,,0.004999999888241291,220316,6.35665225982666,5e-05,1.4240069389343262
16860,6229,36,230384,7.155079150000001,18.2,,,0.004999999888241291,220383,3.681736946105957,5e-05,2.9342286586761475
16864,6231,36,230463,6.76114911,18.24,,,0.004999999888241291,220462,7.434206008911133,5e-05,-0.31093770265579224
16868,6235,36,230551,7.214885670000001,18.29,,,0.004999999888241291,220550,3.8312933444976807,5e-05,1.011489987373352
16872,6237,36,230635,7.394672900000001,18.41,,,0.004999999888241291,220634,2.7202491760253906,5e-05,1.4906532764434814
16876,6239,36,230723,6.938103540000001,18.5,,,0.004999999888241291,220722,6.607862949371338,5e-05,1.6784205436706543
16880,6241,36,230807,7.497994529999999,18.54,,,0.004999999888241291,220806,4.4065351486206055,5e-05,1.6492750644683838
16884,6243,36,230885,6.7274209099999975,18.78,,,0.004999999888241291,220884,3.205148696899414,5e-05,1.1787407398223877
16888,6246,36,230973,6.97116944,18.92,,,0.004999999888241291,220972,7.8517584800720215,5e-05,3.307542324066162
16892,6248,36,231061,7.725998859999999,19.0,,,0.004999999888241291,221060,2.7692666053771973,5e-05,3.415818214416504
16896,6250,36,231149,8.88242202,19.06,,,0.004999999888241291,221148,5.211969375610352,5e-05,2.6015095710754395
16900,6253,36,231237,9.24688414,19.17,,,0.004999999888241291,221236,3.0021820068359375,5e-05,2.9507880210876465
16904,6254,36,231283,8.93307965,18.96,,,0.004999999888241291,221282,2.0872321128845215,5e-05,2.7252254486083984
16908,6256,36,231353,9.33569534,18.88,,,0.004999999888241291,221352,3.016251564025879,5e-05,2.3471882343292236
16912,6257,36,231396,8.285764080000002,18.43,,,0.004999999888241291,221395,5.190093517303467,5e-05,2.8828887939453125
16916,6258,36,231457,8.009569160000002,18.36,,,0.004999999888241291,221456,4.971200942993164,5e-05,3.109710693359375
16920,6261,36,231539,7.72893725,18.3,,,0.004999999888241291,221538,3.6979732513427734,5e-05,0.6316949129104614
16924,6263,36,231620,8.34883747,18.66,,,0.004999999888241291,221619,7.605615615844727,5e-05,1.9721121788024902
16928,6265,36,231708,7.942212499999999,18.84,,,0.004999999888241291,221707,5.979948997497559,5e-05,1.7765852212905884
16932,6268,36,231796,8.157257490000001,18.94,,,0.004999999888241291,221795,5.977449417114258,5e-05,1.1886160373687744
16936,6270,36,231874,8.24450546,19.11,,,0.004999999888241291,221873,3.045820713043213,5e-05,1.1037758588790894
16940,6273,36,231962,10.09038053,19.11,,,0.004999999888241291,221961,3.119797945022583,5e-05,0.8802342414855957
16944,6276,36,232034,9.926522709999999,19.28,,,0.004999999888241291,222033,3.269134044647217,5e-05,0.5889942049980164
16948,6277,36,232102,9.4127609,19.16,,,0.004999999888241291,222101,2.219174861907959,5e-05,1.0499022006988525
16952,6280,36,232179,10.14414519,19.31,,,0.004999999888241291,222178,2.4927706718444824,5e-05,1.5379137992858887
16956,6283,36,232262,8.805570239999998,19.45,,,0.004999999888241291,222261,2.5574984550476074,5e-05,1.4178674221038818
16960,6285,36,232313,8.91179579,19.29,,,0.004999999888241291,222312,3.981262683868408,5e-05,1.034521460533142
16964,6287,36,232401,9.49755692,19.38,,,0.004999999888241291,222400,2.9336471557617188,5e-05,-0.1008295863866806
16968,6290,36,232486,9.03230725,19.35,,,0.004999999888241291,222485,3.41871976852417,5e-05,1.12833833694458
16972,6291,36,232542,8.57642426,19.07,,,0.004999999888241291,222541,4.425810813903809,5e-05,2.3800132274627686
16976,6294,36,232620,7.784104639999999,18.97,,,0.004999999888241291,222619,3.241380453109741,5e-05,2.5242834091186523
16980,6296,36,232695,8.208682699999999,18.88,,,0.004999999888241291,222694,3.55584979057312,5e-05,0.5266618728637695
16984,6298,36,232756,8.64831579,18.71,,,0.004999999888241291,222755,4.2988386154174805,5e-05,2.0026395320892334
16988,6300,36,232844,9.00991124,18.71,,,0.004999999888241291,222843,3.2408533096313477,5e-05,0.7211389541625977
16992,6302,36,232912,8.985931639999999,18.51,,,0.004999999888241291,222911,3.396944999694824,5e-05,1.1670944690704346
16996,6304,36,232967,8.231447199999998,18.18,,,0.004999999888241291,222966,3.3960843086242676,5e-05,3.129303455352783
17000,6305,36,233038,8.217407699999999,18.01,,,0.004999999888241291,223037,5.459672927856445,5e-05,0.5225409269332886
17004,6307,36,233126,8.318939859999999,18.43,,,0.004999999888241291,223125,2.4162824153900146,5e-05,2.5678656101226807
17008,6310,36,233206,7.954140729999999,18.53,,,0.004999999888241291,223205,1.9648663997650146,5e-05,1.3732622861862183
17012,6311,36,233260,8.67342726,18.64,,,0.004999999888241291,223259,3.011143207550049,5e-05,-0.456582248210907
17016,6313,36,233334,8.635386689999999,18.77,,,0.004999999888241291,223333,3.832627534866333,5e-05,2.8083713054656982
17020,6315,36,233402,8.45713984,18.63,,,0.004999999888241291,223401,3.4019007682800293,5e-05,4.594715118408203
17024,6316,36,233475,6.97273798,18.55,,,0.004999999888241291,223474,4.391801834106445,5e-05,2.5899500846862793
17028,6318,36,233553,7.552844390000001,18.45,,,0.004999999888241291,223552,4.573024749755859,5e-05,3.1743836402893066
17032,6320,36,233640,7.291843949999999,18.44,,,0.004999999888241291,223639,3.791712760925293,5e-05,3.908808946609497
17036,6322,36,233717,7.24063414,18.43,,,0.004999999888241291,223716,3.4408230781555176,5e-05,1.4275845289230347
17040,6324,36,233791,5.608336249999999,18.29,,,0.004999999888241291,223790,3.594363212585449,5e-05,3.9041924476623535
17044,6326,36,233859,5.310515529999999,18.25,,,0.004999999888241291,223858,3.5287790298461914,5e-05,3.0861730575561523
17048,6328,36,233935,5.143998240000001,18.33,,,0.004999999888241291,223934,3.8132882118225098,5e-05,2.0189671516418457
17052,6331,36,234023,4.6227822,18.44,,,0.004999999888241291,224022,5.821740627288818,5e-05,1.1060888767242432
17056,6333,36,234111,5.44721066,18.49,,,0.004999999888241291,224110,2.4806923866271973,5e-05,0.9634561538696289
17060,6336,36,234199,6.061385110000001,18.86,,,0.004999999888241291,224198,1.726546049118042,5e-05,2.185286045074463
17064,6338,36,234262,6.692111679999999,18.61,,,0.004999999888241291,224261,4.208014965057373,5e-05,0.5084889531135559
17068,6339,36,234315,7.03037633,18.29,,,0.004999999888241291,224314,4.719350337982178,5e-05,0.49973562359809875
17072,6342,36,234389,6.819077539999999,18.47,,,0.004999999888241291,224388,3.7814862728118896,5e-05,1.0094739198684692
17076,6344,36,234461,7.388552129999999,18.41,,,0.004999999888241291,224460,1.9811769723892212,5e-05,2.9979653358459473
17080,6345,36,234528,7.0212132700000005,18.33,,,0.004999999888241291,224527,3.3447561264038086,5e-05,2.7209863662719727
17084,6348,36,234616,7.21925065,18.6,,,0.004999999888241291,224615,4.0803728103637695,5e-05,2.1644933223724365
