mean_reward,std_reward,improvement,percent_improvement,significant,p_value,performance_level,assessment
11.439703078279273,16.79929816104232,19.97304312305079,234.05891501169603,True,1.400659036066786e-12,EXCELLENT,Strong improvement over random (+234.1%)
