episode,reward,length,adni_mem_change,initial_adni_mem,final_adni_mem,mean_action_usage
40,18.798675760626793,7,0.4429151713848114,-0.788,-0.3450848162174225,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
41,27.463602736592293,22,-0.010978877544403076,-0.094,-0.10497887432575226,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.09090909361839294, 0.9090909361839294, 1.0]"
42,22.28014001250267,9,-0.4321478605270386,-0.928,-1.3601478338241577,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
43,16.96770042926073,22,1.2503929138183594,0.915,2.1653928756713867,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
44,21.395963221788406,22,1.5403484106063843,1.226,2.766348361968994,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
45,45.49472760222852,18,1.0931496620178223,0.954,2.047149658203125,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.4444444477558136, 1.0]"
46,2.4870238304138184,1,0.0,0.129,0.1289999932050705,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
47,32.26030772179365,22,0.3308964967727661,-1.156,-0.8251035213470459,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
48,20.58511371910572,22,1.573082685470581,2.017,3.5900826454162598,"[0.0, 0.0, 0.0, 0.4545454680919647, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.9090909361839294, 0.0, 0.0, 1.0]"
49,-17.79348921775818,5,0.31176745891571045,0.735,1.0467674732208252,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.6000000238418579, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
50,23.241581588983536,22,1.7682759761810303,-0.8,0.9682760238647461,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.7727272510528564, 0.0, 0.0, 1.0]"
